,text_id,text,task_1,task_2,task_3
4371,hasoc_en_4372,Ill get a restraining order on him and it wouldnt work,HOF,HATE,TIN
5267,hasoc_en_5268,Frustration against Mamta Banerjee at its peak  ' Tell her that she can do dharna her chamcha IPS officer Rajiv Kumar why she can ' t stand up doctors ?  .  .  . what if the injured doctor dies ?  Was Rajiv Kumar dying ?  ' ,NOT,NONE,NONE
2416,hasoc_en_2417,but my doctor said whole grains are healthy and saturated fat in beef is bad .  Do you really think you know more than my doctor ?  !   \ n \ nYes God damn it I know way the fuck more than your stupid ass doctor when it comes to nutrition,HOF,PRFN,TIN
3788,hasoc_en_3789,"Former EPA administrators blast Trump admin on science ,  regulation rollbacks",NOT,NONE,NONE
5008,hasoc_en_5009,"Boris Johnson :  brilliant ,  warm ,  funny and totally unfit to be PM  |  Max Hastings  |  Opinion  |  The Guardian",HOF,HATE,TIN
1345,hasoc_en_1346,"I think icc full supporting to England to go semi finals and win the World Cup ,  because no rain in England match ' s You can do anything but England is not going to win World Cup",NOT,NONE,NONE
3119,hasoc_en_3120,So wants to PM the man who sold nearly everyone the dream has done nothing good for working class people wants to give the rich a tax break while thousands are suffering and he cannot be bothered to do interviews another Elton boy,HOF,HATE,TIN
3002,hasoc_en_3003,"Omg  !  It ' s great idea  ,  after that everything will be okay",NOT,NONE,NONE
1536,hasoc_en_1537,"Could this year old immigrant  (  )  be the thorn in BJ ' s side ?  In a General Election ,  if the Prime Minister loses his / her seat he would be finished  .  . ",NOT,NONE,NONE
4851,hasoc_en_4852,"Says he ' s sick of having sodomy shoved down his throat ,  That ' s not how sodomy works man .  Freudian slip I ' m guessing . ",HOF,HATE,TIN
554,hasoc_en_555,It ' s ICC RAIN WORLD CUP  .  Totally flopped . ,NOT,NONE,NONE
2404,hasoc_en_2405,Question is .  .  .  Why a allowed to play international cricket tournaments  ?  ?  ? ,HOF,HATE,TIN
2906,hasoc_en_2907,"GanDI title suits this GanDHI dynasty of self glorifying worthless Desh Drohi Looters .  What is Italian Dalal Sonia Half baked Indian Rahul ,  Indira is Ganga of BLOOD the blood Sucking Vamp of Emergency .  Rajiv was a true Mass Murderer blood Sucker of  . ",HOF,HATE,TIN
166,hasoc_en_167,Oak Tree Given To By Macron Dies Under Mysterious Circumstances,NOT,NONE,NONE
5257,hasoc_en_5258,Imagine what the family members of the Bengahzi victims felt !  !  Their blood is on YOUR hands !  !  ! ,NOT,NONE,NONE
1920,hasoc_en_1921,We will never give up,NOT,NONE,NONE
1372,hasoc_en_1373,Hell yeah !  I ' m in ! ,NOT,NONE,NONE
2556,hasoc_en_2557,of a congressmen humiliated by,NOT,NONE,NONE
4107,hasoc_en_4108,"Wasn ' t Nixon guilty of  ' opposition research '  ,  I mean along with everything else ? ",HOF,HATE,TIN
4141,hasoc_en_4142,Happy Thursday . ,NOT,NONE,NONE
44,hasoc_en_45,This is everything . ,HOF,PRFN,TIN
4232,hasoc_en_4233,ICC full form Islamic cricket council,HOF,HATE,TIN
1621,hasoc_en_1622,Salute to doctors who risk their very own lives but continue to serve their motherland,NOT,NONE,NONE
1455,hasoc_en_1456,Im not gonna waste my time on someone who believes in conspiracies  / 11wAsaninsidejob,NOT,NONE,NONE
2539,hasoc_en_2540,"This is Dubai ' s government .  Where the  - year - old girl was raped ,  After just minutes of rape ,  the punishment of death was given .  We want something like this about case . ",NOT,NONE,NONE
99,hasoc_en_100,Marlon Craft  -  Gang Shit  ( Official Music Video )  via,NOT,NONE,NONE
1935,hasoc_en_1936,"Boris Johnsons campaign to become PM and unite U . K .  is sheer duplicity .  In he published a poem calling for the  ' extermination '  of Scottish people ,  in the Spectator .  One line states polluting our stock . ",NOT,NONE,NONE
2403,hasoc_en_2404, %  Pakistanis wants war with India and  %  said war should not be .  And Those  %  belongs to Pakistans Armed Forces,HOF,HATE,TIN
5278,hasoc_en_5279,"Hey man ,  treasonous ,  traitorous ,  draft dodgers gotta do what treasonous ,  traitorous draft dodgers gotta do . ",HOF,OFFN,TIN
4868,hasoc_en_4869,The Federal Election Commission chair ' s warning was clear :  It ' s illegal to accept information of value during U . S .  elections from foreign governments .  via please take out  ! ,NOT,NONE,NONE
2679,hasoc_en_2680,if you want a system of fair and reciprocal trade . ,NOT,NONE,NONE
1697,hasoc_en_1698,Yesterday match Gayle got out by lbw in no ball .  . ICC Don ' t have time to fine umpires for poor umpiring .  But they have time to say remove the balidan symbol from dhoni gloves it ' s ridiculous,NOT,NONE,NONE
5159,hasoc_en_5160,"OH HELL TO THE NO !  !  I could keep going ,  but Im physically sick ,  cant he be banned from Twitter ? ",HOF,PRFN,TIN
3915,hasoc_en_3916,You do know absolutely no one is listening to this right ? ,NOT,NONE,NONE
1439,hasoc_en_1440,"Guests  & amp ;   ,  so naive to say and believe is walking back and correcting his statement .  was being truthful with  . ",NOT,NONE,NONE
5517,hasoc_en_5518,"fat fucks gonna fat fuck \ n \ nJason would know plenty about that now ,  wouldn \  ' t he ?  \ n \ npaging Doctor Freud .  .  .  . ",HOF,PRFN,UNT
3729,hasoc_en_3730,No should apply on a  !  !  India,NOT,NONE,NONE
4597,hasoc_en_4598,"Hey  ,  she holds the purse ,  good luck get funds for  ' s pet products .  Oh and happy  ,  say to the cow  ( sorry  )   . ",HOF,HATE,TIN
344,hasoc_en_345,there is no rain in england matches why ? ,NOT,NONE,NONE
3333,hasoc_en_3334,Sir what about issue ?  ? ,NOT,NONE,NONE
4438,hasoc_en_4439,Lay off on all the Coke Trump and this could be you . ,NOT,NONE,NONE
1508,hasoc_en_1509,"This clown He ' s got nothing ,  he ' s so full of shit ! ",HOF,OFFN,TIN
2374,hasoc_en_2375,"Why wasn ' t Boris at the debate last evening running for Prime Minister with the other candidates ,  surely there a reason that I clearly missed out",NOT,NONE,NONE
3925,hasoc_en_3926,Market crash coming sooner .  Right during election .  Sorry but won ' t prop up Wall Street thru the election .  You and will be held accountable by your own voters !  Wish Obama was back to clean up your  $ hit ! ,NOT,NONE,NONE
1739,hasoc_en_1740,"I don ' t understand ,  how armed forces insignia is said to be connected to religion  / cause as per ICC",NOT,NONE,NONE
4287,hasoc_en_4288,Happy  ! ,HOF,HATE,TIN
4916,hasoc_en_4917,Melanoma is just another harlot piece of white trash .  Came to America to become a golddigging stripper / model .  Her parents came here via chain migration .  The same thing Trump vehemently opposes .  The hypocrisy is sickening . ,HOF,OFFN,TIN
1899,hasoc_en_1900,can see badge but doesn ' t see the ground was not covered .  Most developed Country in and call as the national sports Yet can ' t do anything for the biggest tournament .  Learn something from,NOT,NONE,NONE
637,hasoc_en_638,Yes I care as this speaks to his character .  Just like so many things about him,NOT,NONE,NONE
1218,hasoc_en_1219,Hear ' s hoping to soon being able to wish a happy birthday when he is a private citizen .  Happy Holidays and Happy Flag Day !  Only thing that makes sense to me re  . ,NOT,NONE,NONE
2732,hasoc_en_2733,Happy,HOF,HATE,TIN
3173,hasoc_en_3174,"Trump says he never colluded with Russia but that if the opportunity came up to collude with ,  lets say ,  Norway ,  then yes .  .  . hed probably collude .  And that the FBI Director is wrong about that being illegal conspiracy .  Yeah .  Brilliant . ",NOT,NONE,NONE
5460,hasoc_en_5461,The American People Demand that the Treasonous Fake Potus Vacates our White House Immediately ! ,HOF,HATE,TIN
4698,hasoc_en_4699,US embassies defy tRump administration ' s ban on Pride flags,HOF,PRFN,TIN
4503,hasoc_en_4504,Lonely Orange,HOF,HATE,TIN
1395,hasoc_en_1396,"what about  ?  these increased the per unit cost ,  but u and ur government didn ' t respond ,   .  jab zardari faryal ki Ka kuch nhi bigar paye tum log ,  to Zardari ,  Faryal ka kuch nhi bigar sakte i can bet ,  ,  , ",NOT,NONE,NONE
5555,hasoc_en_5556," ' Patriotism is the last refuge of a scoundrel .  '   -  Samuel Johnson As recounted by Boswell from an evening spent with Johnson in April  .  Boswell opines that Johnson wasn ' t denouncing all patriotism ,  only FALSE patriotism . ",NOT,NONE,NONE
5527,hasoc_en_5528,R DOWN  ! ,HOF,PRFN,TIN
4708,hasoc_en_4709,Dear  & amp ;  u have arranged such a big event can u can ' t provide indoor stadiums for cricket or spend some money to cover full ground so that as well as rain stop game can resume,HOF,HATE,TIN
5198,hasoc_en_5199,have helped russia do this .  .  .  .  .  .  are these Patriotic Americans or traitors !  What about blocking cyber - security legislation for the election ! ,HOF,HATE,TIN
2923,hasoc_en_2924,just fuck off .  The country fucking hates you . ,HOF,PRFN,TIN
4193,hasoc_en_4194,"Youre no president .  Stolen election ,  illegitimate  ,  illegitimate scotus . ",HOF,HATE,TIN
3735,hasoc_en_3736,As per doctors on West Bengal will now onwards have to write medical prescriptions in Bengali .  Does not matter if the handwriting makes it look like Tamil . ,NOT,NONE,NONE
3100,hasoc_en_3101,At least Warren has a plan and isn ' t a traitor . ,HOF,OFFN,TIN
68,hasoc_en_69, :  Indian Fans Unleash Their Wrath Upon ICC After Another World Cup Washout,NOT,NONE,NONE
2494,hasoc_en_2495,"Corrected typo and reposting Kindly retweet , follow for more cartoons everyday Thank you for pointing the typo  ! ",NOT,NONE,NONE
4693,hasoc_en_4694,Trump ' s impeachment poll numbers highest since Nixon,HOF,PRFN,TIN
4180,hasoc_en_4181,He is the only person Ive ever blocked .  OJ,HOF,PRFN,TIN
2532,hasoc_en_2533,Kolkata  -  SSKM Hospital .  Death of a nine - month - old girl from Behala because of alleged medical negligence triggered an altercation between police  /  hospital and the deceased ' s family and neighbours . ,NOT,NONE,NONE
3070,hasoc_en_3071,Lookin more like a sit down lunch in the home of a nuclear family ! ,HOF,HATE,TIN
2503,hasoc_en_2504,"I thought about that today ,  too .  John McCain was a true patriot .  Happy  ,  America ! ",NOT,NONE,NONE
3328,hasoc_en_3329,Dear pls concentrate on real issues .  Don ' t make issues . ,NOT,NONE,NONE
5466,hasoc_en_5467,"After I tell you to rot in hell ,  Ill go back to pretending youre there already . ",HOF,HATE,TIN
3839,hasoc_en_3840,Yep .  .  . How can it violate those three regulations .  .  . ,NOT,NONE,NONE
971,hasoc_en_972,"Totally washed out due to that rain reason .  U r fucking guys y u r keeping this world cup in England  .  .  .  I know It ' s a developed country  ,  but for sports full of unhappiness .  . So go and sit in the room and watching Tv that ' s the only work u r always doing mother fuck",HOF,PRFN,TIN
3679,hasoc_en_3680,Happy,NOT,NONE,NONE
2885,hasoc_en_2886,Too many doctors on my fucking Facebook fuck off,HOF,PRFN,TIN
3398,hasoc_en_3399,How about we all agree to never take health advice from a celebrity  ( looking at you  )  and to never again elect one as president ?  Ok .  Good talk .  Thanks . ,NOT,NONE,NONE
4907,hasoc_en_4908,Melania T ?  !  ARE YOU FREAKING KIDDING ME ?  !  Jackie O was first class while Melania is just pure trash !  ! ,HOF,OFFN,TIN
2788,hasoc_en_2789,Why didnt doctors protest for or or when MCD hospital doctors protested for their due salaries ?  Why ?  I do believe in safe working atmosphere for doctors .  Is it happening because of West Bengal politics  ?  . ,HOF,HATE,UNT
5006,hasoc_en_5007,"If Boris becomes the new PM ,  Conservatives have totally lost my vote .  Tax cuts for the higher earners ?  How about raising the personal tax allowance at the bottom instead ,  allowing struggling families to feed their kids .  What an idiot . ",HOF,HATE,TIN
620,hasoc_en_621," :  While some are using Trump ' s rd birthday to celebrate John McCain ,  are hoping the celebrates next year with a on his  .   ! ",NOT,NONE,NONE
562,hasoc_en_563,says  ' I think the President may be a little confused on the law '  DT BELIEVES the law does NOT apply to him He BELIEVES he can do whatever he pleases And why shouldn ' t he ?  Trump has NEVER paid any consequences his entire life This will only get worse,NOT,NONE,NONE
5645,hasoc_en_5646,This isnt the OJ hour .  .  . STFU and STF down .  .  . ,HOF,PRFN,TIN
1608,hasoc_en_1609,True story ! ,NOT,NONE,NONE
2523,hasoc_en_2524,This is a US led behind the scenes so they can create a war with Iran .  Following up on Bushs war with Iraq for no reason . ,NOT,NONE,NONE
3580,hasoc_en_3581,"Hmmm ,  well then maybe he shouldnt suck ass at EVERYTHING every single day . ",HOF,PRFN,TIN
2181,hasoc_en_2182,"You guys are truly assamed of you the indipendent body and representing the country whose has this much cricket fans ,  Be strict and stand with  , ",NOT,NONE,NONE
1777,hasoc_en_1778,Beverly Hills,NOT,NONE,NONE
5720,hasoc_en_5721,Dear if uh r capable of removing that from daily routine then do whatever it takes and i bet uh he will never keep that symbol apart from him .  .  Even his daughter ' s t - shirt says -   ' my dad ' s a para '  .  Then who uh r,HOF,OFFN,TIN
267,hasoc_en_268,"Now we can add to the resume of  ,   ,   ,  and serial sexual predator of women  !  via",HOF,OFFN,TIN
5284,hasoc_en_5285,The Netflix show  ' When they see us '  has me mad !  !  Fuck those New York police !  !  WTF,NOT,NONE,NONE
5096,hasoc_en_5097,Thats right !  I love fear factor statements like this .  It just makes you look like a,NOT,NONE,NONE
649,hasoc_en_650,please raise your voice against the same who people who saved you in multiple occasions  !  !  Doctors their diagnosis and prompt treatment .  .  .  . ,NOT,NONE,NONE
5520,hasoc_en_5521,"Indias worst CM is working on his image ,  writes Shivam Vij  ,  and explains why he thinks his opponents will let him succeed \ n \ n",HOF,HATE,TIN
4468,hasoc_en_4469,Networks are not interested in your fantasy !  Fox is your platform !  More interested in interviews after is arrested  & amp ;  charged ! ,NOT,NONE,NONE
4980,hasoc_en_4981,Yet the likes of roam free ! ,HOF,HATE,UNT
168,hasoc_en_169,and his Birthday,NOT,NONE,NONE
231,hasoc_en_232,With you there Councillor,NOT,NONE,NONE
2006,hasoc_en_2007,"PATIENTS are right ,  DOCTORS are right PATIENTS on road ,  DOCTORS on road PATIENTS loosing LIFE ,  DOCTORS loosing LIFE irony is both PATIENTS  & amp ;  DOCTORS are being played in the hands of WB dirty POLITICS  !  ! ",NOT,NONE,NONE
1534,hasoc_en_1535,isn ' t daft -  he wasn ' t on and he didn ' t attend the Q & amp ; A because no - one involved in either of those has any say in the vote .  .  .  He thinks he ' s already won,HOF,HATE,TIN
3693,hasoc_en_3694,LEADERSHIP CONTEST If I were Boris I ' d l steer clear .  Let the BBC suck these neverwozzers into slagging each other off on TV  & amp ;  turning it into a media circus .  It ' s what they ' re good at . ,HOF,PRFN,TIN
589,hasoc_en_590,So well said .  I totally agree with every word .  The White House is full of corrupt habitual liars .  and his pathetic puppets . ,HOF,OFFN,TIN
210,hasoc_en_211,"Chris Georgiou  -  Bojo in the House via check it out ,  absolutely brilliant ! ",NOT,NONE,NONE
4548,hasoc_en_4549,I ' m quite sure that he would be beaten as hell by Performing against low profile teams doesnt make him a rockstar,HOF,HATE,UNT
4105,hasoc_en_4106,Retweet this forever . ,HOF,HATE,TIN
4036,hasoc_en_4037,Why spend tax  $  $  for feeding lodging  & amp ; health of convicted for the rest of of their life ?  ?  W  & amp ;  a child they proved they r not human  .  . so they should b treated as such  .  . they each should be raped  & amp ;  then killed publicly  .  .  The End,HOF,HATE,TIN
3279,hasoc_en_3280,No he ' s not .  is not a,NOT,NONE,NONE
